mappedTown,visitTown,mappedPoolId,mappedByUser,mappedByUserId,mappedDateText,mappedDateUnixSeconds,mappedLatitude,mappedLongitude,mappedConfidence,mappedSource,mappedSource2,mappedPhotoNumber,mappedLocationAccuracy,mappedShape,mappedComments,createdAt,updatedAt,mappedlocationInfoDirections,mappedLandownerPermission,mappedLandownerInfo,mappedLocationUncertainty,mappedTownId,mappedPoolLocation,mappedPoolBorder,mappedLandownerName,mappedLandownerAddress,mappedLandownerTown,mappedLandownerStateAbbrev,mappedLandownerZip5,mappedLandownerPhone,mappedLandownerEmail,mappedPoolStatus,mappedMethod,mappedObserverUserName,mappedUpdatedAt,mappedCreatedAt,poolId,latitude,longitude,visitId,visitIdLegacy,visitUserName,visitPoolId,visitNavMethod,visitCertainty,visitLocatePool,visitDate,visitTownName,visitLocationComments,visitDirections,visitCoordSource,visitLatitude,visitLongitude,visitVernalPool,visitPoolType,visitInletType,visitOutletType,visitForestCondition,visitForestUpland,visitHabitatComment,visitHabitatAgriculture,visitHabitatLightDev,visitHabitatHeavyDev,visitHabitatPavedRd,visitHabitatDirtRd,visitHabitatPowerline,visitHabitatOther,visitMaxDepth,visitWaterLevelObs,visitHydroPeriod,visitMaxWidth,visitMaxLength,visitPoolTrees,visitPoolShrubs,visitPoolEmergents,visitPoolFloatingVeg,visitSubstrate,visitDisturbDumping,visitDisturbSiltation,visitDisturbVehicleRuts,visitDisturbRunoff,visitDisturbDitching,visitDisturbOther,visitWoodFrogAdults,visitWoodFrogLarvae,visitWoodFrogEgg,visitWoodFrogEggHow,visitSpsAdults,visitSpsLarvae,visitSpsEgg,visitSpsEggHow,visitJesaAdults,visitJesaLarvae,visitJesaEgg,visitJesaEggHow,visitBssaAdults,visitBssaLarvae,visitBssaEgg,visitBssaEggHow,visitFairyShrimp,visitFingerNailClams,visitSpeciesOther1,visitSpeciesOther2,visitSpeciesComments,visitFish,visitFishCount,visitFishSizeSmall,visitFishSizeMedium,visitFishSizeLarge,visitPoolPhoto,visitUserId,createdAt,updatedAt,visitPoolMapped,visitUserIsLandowner,visitLandownerPermission,visitLandowner,visitTownId,visitFishSize,visitWoodFrogPhoto,visitWoodFrogNotes,visitSpsPhoto,visitSpsNotes,visitJesaPhoto,visitJesaNotes,visitBssaPhoto,visitBssaNotes,visitFairyShrimpPhoto,visitFairyShrimpNotes,visitFingerNailClamsPhoto,visitFingerNailClamsNotes,visitNavMethodOther,visitPoolTypeOther,visitSubstrateOther,visitSpeciesOtherName,visitSpeciesOtherCount,visitSpeciesOtherPhoto,visitSpeciesOtherNotes,visitLocationUncertainty,visitObserverUserName,visitWoodFrogiNat,visitSpsiNat,visitJesaiNat,visitBssaiNat,visitFairyShrimpiNat,visitFingerNailClamsiNat,visitSpeciesOtheriNat,visitUpdatedAt,visitCreatedAt,reviewId,reviewUserName,reviewUserId,reviewPoolId,reviewVisitIdLegacy,reviewVisitId,reviewQACode,reviewQAAlt,reviewQAPerson,reviewQADate,reviewQANotes,createdAt,updatedAt,reviewPoolStatus,reviewUpdatedAt,reviewCreatedAt
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":180,""townName"":""Newfane"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN376,KNOWN,0,1900-01-01,-2209161600,42.95296809,-72.69174100,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog eggs, spotted salmander eggs, predaceo*",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN376,42.95296809,-72.69174100,345,1038,ADMIN-KWN,KWN376,,,0,2012-02-20,NEWFANE,Pat Greys Hill (off Baker Brook Rd),,vpools.shp,42.95296809,-72.69174100,,,,,,,"GPS: 04/22/1998 wood frog eggs, spotted salmander eggs, predaceous diving beetles",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,180,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2643,ADMIN-KWN,0,KWN376,1038,345,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":182,""townName"":""Dummerston"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN377,KNOWN,0,1900-01-01,-2209161600,42.92530957,-72.61041312,UNK,vpools.shp,OTHER, ,UNK,Point,"spotted salamander eggs, adult red spotted newt",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN377,42.92530957,-72.61041312,346,1039,ADMIN-KWN,KWN377,,,0,2012-02-20,DUMMERSTON,"Dummerston Quarry, Quarry Rd",,vpools.shp,42.92530957,-72.61041312,,,,,,,"GPS: 04/22/1998 spotted salamander eggs, adult red spotted newt",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,182,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2644,ADMIN-KWN,0,KWN377,1039,346,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":182,""townName"":""Dummerston"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN378,KNOWN,0,1900-01-01,-2209161600,42.92556982,-72.61070202,UNK,vpools.shp,OTHER, ,UNK,Point,"spotted salamander egg masses, wood frog egg mas*",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN378,42.92556982,-72.61070202,347,1040,ADMIN-KWN,KWN378,,,0,2012-02-20,DUMMERSTON,"Dummerston Quarry, Quarry Rd",,vpools.shp,42.92556982,-72.61070202,,,,,,,"GPS: 04/22/1998 spotted salamander egg masses, wood frog egg masses, green frogs, waterboatmen, water striders",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,182,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2645,ADMIN-KWN,0,KWN378,1040,347,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN379,KNOWN,0,1900-01-01,-2209161600,42.89466851,-72.60304301,UNK,vpools.shp,OTHER, ,UNK,Point,"old beaver pond, spotted salamander egg, wood fr*",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Eliminated,Known,,2019-07-28 20:32:23.79608,,KWN379,42.89466851,-72.60304301,348,1041,ADMIN-KWN,KWN379,,,0,2012-02-20,BRATTLEBORO,"Brattleboro, behind Hillwinds",,vpools.shp,42.89466851,-72.60304301,,,,,,,"GPS: 04/22/1998 old beaver pond, spotted salamander egg, wood frog eggs, painted turtles, adult read spotted newts",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2646,ADMIN-KWN,0,KWN379,1041,348,NOT POOL,,,,wetland,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Eliminated,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}",,KWN38,KNOWN,0,1900-01-01,-2209161600,44.12018910,-72.18012955,UNK,Potential vernal pools in Newb,Remote CIR, ,UNK,Point,"Looks ok in CIR, small  pool on bench",,2019-07-28 09:25:37.808641,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 09:25:37.808641,,KWN38,44.12018910,-72.18012955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN380,KNOWN,0,1900-01-01,-2209161600,42.89344945,-72.60825821,UNK,vpools.shp,OTHER, ,UNK,Point,wood frog eggs,,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN380,42.89344945,-72.60825821,349,1042,ADMIN-KWN,KWN380,,,0,2012-02-20,BRATTLEBORO,"Brattleboro, behind Hillwinds",,vpools.shp,42.89344945,-72.60825821,,,,,,,GPS: 04/22/1998 wood frog eggs,f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2647,ADMIN-KWN,0,KWN380,1042,349,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN381,KNOWN,0,1900-01-01,-2209161600,42.89361241,-72.60694543,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog eggs, caddisfly larvae",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN381,42.89361241,-72.60694543,350,1043,ADMIN-KWN,KWN381,,,0,2012-02-20,BRATTLEBORO,"Brattleboro, behind Hillwinds",,vpools.shp,42.89361241,-72.60694543,,,,,,,"GPS: 04/22/1998 wood frog eggs, caddisfly larvae",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2648,ADMIN-KWN,0,KWN381,1043,350,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN382,KNOWN,0,1900-01-01,-2209161600,42.89298865,-72.60640853,UNK,vpools.shp,OTHER, ,UNK,Point,wood frog eggs,,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN382,42.89298865,-72.60640853,351,1044,ADMIN-KWN,KWN382,,,0,2012-02-20,BRATTLEBORO,"Brattleboro, behind Hillwinds",,vpools.shp,42.89298865,-72.60640853,,,,,,,GPS: 04/22/1998 wood frog eggs,f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2649,ADMIN-KWN,0,KWN382,1044,351,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN383,KNOWN,0,1900-01-01,-2209161600,42.89334491,-72.60560608,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog eggs, spotted salamander eggs",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN383,42.89334491,-72.60560608,352,1045,ADMIN-KWN,KWN383,,,0,2012-02-20,BRATTLEBORO,"Brattleboro, behind Hillwinds",,vpools.shp,42.89334491,-72.60560608,,,,,,,"GPS: 04/22/1998 wood frog eggs, spotted salamander eggs",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2650,ADMIN-KWN,0,KWN383,1045,352,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":179,""townName"":""Putney"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN384,KNOWN,0,1900-01-01,-2209161600,43.00548440,-72.49110115,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog eggs, chorus. Fairy shrimp",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN384,43.00548440,-72.49110115,353,1046,ADMIN-KWN,KWN384,,,0,2012-02-20,PUTNEY,"Jane Hirschs land, Old Stage Rd, Putney",,vpools.shp,43.00548440,-72.49110115,,,,,,,"GPS: 04/21/1998 wood frog eggs, chorus. Fairy shrimp",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,179,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2651,ADMIN-KWN,0,KWN384,1046,353,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":179,""townName"":""Putney"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN385,KNOWN,0,1900-01-01,-2209161600,43.00566053,-72.49203213,UNK,vpools.shp,OTHER, ,UNK,Point,"spotted salamander eggs, wood frog eggs",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN385,43.00566053,-72.49203213,354,1047,ADMIN-KWN,KWN385,,,0,2012-02-20,PUTNEY,"Jane Hirschs land, Old Stage Rd, Putney",,vpools.shp,43.00566053,-72.49203213,,,,,,,"GPS: 04/21/1998 spotted salamander eggs, wood frog eggs",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,179,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2652,ADMIN-KWN,0,KWN385,1047,354,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":179,""townName"":""Putney"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN386,KNOWN,0,1900-01-01,-2209161600,43.00612290,-72.49124806,UNK,vpools.shp,OTHER, ,UNK,Point,"spotted salamander eggs, fairy shrimp.  Also pre*",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN386,43.00612290,-72.49124806,355,1048,ADMIN-KWN,KWN386,,,0,2012-02-20,PUTNEY,"Jane Hirschs land, Old Stage Rd, Putney",,vpools.shp,43.00612290,-72.49124806,,,,,,,"GPS: 04/21/1998 spotted salamander eggs, fairy shrimp.  Also predacious diving beetles, water boatmen, caddisfly larvae",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,179,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2653,ADMIN-KWN,0,KWN386,1048,355,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN387,KNOWN,0,1900-01-01,-2209161600,42.85699186,-72.57433659,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frogs: adults, chorus, eggs, spotted salama*",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN387,42.85699186,-72.57433659,356,1049,ADMIN-KWN,KWN387,,,0,2012-02-20,BRATTLEBORO,Brattleboro DELETE (OLD QUARRY - PREVIOUSLY DONE,,vpools.shp,42.85699186,-72.57433659,,,,,,,"GPS: 04/20/1998 wood frogs: adults, chorus, eggs, spotted salamanders, spermataphores, egg masses, photos attached to report from Becky Chalmers",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2654,ADMIN-KWN,0,KWN387,1049,356,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN388,KNOWN,0,1900-01-01,-2209161600,42.86109927,-72.57767966,UNK,vpools.shp,OTHER, ,UNK,Point,"permanent pond, wood frogs: chorus.  Also contai*",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Eliminated,Known,,2019-07-28 20:32:23.79608,,KWN388,42.86109927,-72.57767966,357,1050,ADMIN-KWN,KWN388,,,0,2012-02-20,BRATTLEBORO,Brattleboro Ski Jump/Solar Hill,,vpools.shp,42.86109927,-72.57767966,,,,,,,"GPS: 04/20/1998 permanent pond, wood frogs: chorus.  Also contains spring peepers and red spotted newts",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2655,ADMIN-KWN,0,KWN388,1050,357,NOT POOL,,,,pond,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Eliminated,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN389,KNOWN,0,1900-01-01,-2209161600,42.85886638,-72.56871520,UNK,vpools.shp,OTHER, ,UNK,Point,wood frogs: eggs masses and tadpoles. Huge mass *,,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN389,42.85886638,-72.56871520,358,1051,ADMIN-KWN,KWN389,,,0,2012-02-20,BRATTLEBORO,Brattleboro Ski Jump/Solar Hill,,vpools.shp,42.85886638,-72.56871520,,,,,,,GPS: 04/20/1998 wood frogs: eggs masses and tadpoles. Huge mass of caddisfly larvae around the egg massess.  Photos attached to report from Becky Chalmers,f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2656,ADMIN-KWN,0,KWN389,1051,358,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}",,KWN39,KNOWN,0,1900-01-01,-2209161600,44.05835629,-72.15434836,UNK,Potential vernal pools in Newb,Remote CIR, ,UNK,Point, ,,2019-07-28 09:25:37.808641,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 09:25:37.808641,,KWN39,44.05835629,-72.15434836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN390,KNOWN,0,1900-01-01,-2209161600,42.88627128,-72.62043953,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frogs: adults, chorus and egg masses.  Also*",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN390,42.88627128,-72.62043953,359,1052,ADMIN-KWN,KWN390,,,0,2012-02-20,BRATTLEBORO,Brattleboro Resevoir - Gulf Road,,vpools.shp,42.88627128,-72.62043953,,,,,,,"GPS: 04/16/1998 wood frogs: adults, chorus and egg masses.  Also spring peepers, red spotted newts and caddisfly larvae",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2657,ADMIN-KWN,0,KWN390,1052,359,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN391,KNOWN,0,1900-01-01,-2209161600,42.88444050,-72.62234826,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog egs, big mass of mosquito larvae",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN391,42.88444050,-72.62234826,360,1053,ADMIN-KWN,KWN391,,,0,2012-02-20,BRATTLEBORO,Brattleboro Resevoir - Gulf Road,,vpools.shp,42.88444050,-72.62234826,,,,,,,"GPS: 04/16/1998 wood frog egs, big mass of mosquito larvae",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2658,ADMIN-KWN,0,KWN391,1053,360,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}","{""townId"":188,""townName"":""Brattleboro"",""townCountyId"":25,""townCentroid"":null,""townBorder"":null}",KWN392,KNOWN,0,1900-01-01,-2209161600,42.88363317,-72.62283477,UNK,vpools.shp,OTHER, ,UNK,Point,"wood frog eggs, salamander eggs",,2019-07-28 20:32:23.79608,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 20:32:23.79608,,KWN392,42.88363317,-72.62283477,361,1054,ADMIN-KWN,KWN392,,,0,2012-02-20,BRATTLEBORO,Brattleboro Resevoir - Gulf Road,,vpools.shp,42.88363317,-72.62283477,,,,,,,"GPS: 04/16/1998 wood frog eggs, salamander eggs",f,f,f,f,f,f,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,0,2019-06-12 09:44:57.49757,2020-04-03 15:03:47.12798,t,f,f,,188,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2020-04-03 15:03:47.12798,2019-06-12 09:44:57.49757,2659,ADMIN-KWN,0,KWN392,1054,361,PROB-OTHER,,,,,2019-07-23 16:23:44.690054,2020-03-24 19:54:14.851314,Probable,2020-03-24 19:54:14.851314,2019-07-23 16:23:44.690054
"{""townId"":0,""townName"":""Unknown"",""townCountyId"":0,""townCentroid"":null,""townBorder"":null}",,KWN393,KNOWN,0,1900-01-01,-2209161600,44.08129000,-72.99466000,UNK,HerpAtlas.shp,OTHER, ,UNK,Point, ,,2019-07-28 09:25:37.808641,,f,,,0,,,,,,,,,,Probable,Known,,2019-07-28 09:25:37.808641,,KWN393,44.08129000,-72.99466000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
